quarter,pop_state,pop_county,total_spending,project_count,avg_project_size,max_project,contract_spending,assistance_spending,new_construction_count,multifamily_count,affordable_count,rehab_count,public_housing_count,infra_count,unique_recipients,unique_agencies,new_construction_share,multifamily_share,affordable_share,assistance_share,expected_spending,spending_surprise,spending_surprise_pct,spending_qoq,spending_yoy,projects_qoq,projects_yoy,new_construction_intensity,multifamily_intensity,affordable_intensity,recipient_concentration,funding_persistence,active_opportunities,presolicitation_count,pipeline_value,spending_yoy_rank,projects_yoy_rank,spending_surprise_pct_rank,funding_persistence_rank,active_opportunities_rank,new_construction_intensity_rank,pipeline_score,pipeline_score_rank,spending_qoq_rank,projects_qoq_rank,multifamily_intensity_rank,affordable_intensity_rank,recipient_concentration_rank
2015Q1,WY,SHERIDAN,597100.0,6,99516.66666666667,242713.0,0.0,597100.0,0,0,6,0,0,0,4,2,0.0,0.0,1.0,1.0,543490.0,53610.0,0.09864026937018161,1.1674973409951395,1.1860184151274964,-0.3333333333333333,-0.4,0.0,0.0,1.0,0.25,22,0,0,0.0,0.39728217426059154,0.05344373353406097,0.2552083333333333,0.6044045676998369,0.500163132137031,0.4967373572593801,0.3808413530097548,0.2531810766721044,0.2687447346251053,0.10069177555726365,0.499021207177814,0.5536704730831974,0.42871125611745514
2015Q2,WY,SHERIDAN,227589.0,8,28448.625,201641.0,0.0,227589.0,0,0,8,0,0,0,3,2,0.0,0.0,1.0,1.0,624478.75,-396889.75,-0.6355536517455558,-0.6188427399095628,-0.7818074616634629,0.3333333333333333,-0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,23,0,0,0.0,0.2815306520890277,0.3396749168821574,0.4073394495412844,0.6069918699186991,0.5001626016260162,0.49691056910569104,0.41227557823250105,0.34829268292682924,0.5454888637221593,0.9350823439295289,0.49902439024390244,0.676260162601626,0.38471544715447153
2015Q3,WY,SHERIDAN,884976.0,9,98330.66666666667,686011.0,0.0,884976.0,0,0,9,0,0,0,4,2,0.0,0.0,1.0,1.0,420609.75,464366.25,1.1040311119749364,2.888483186797253,0.5198696139769969,0.125,-0.1,0.0,0.0,1.0,0.25,24,0,0,0.0,0.8302912621359223,0.3939720129171152,0.9484684684684684,0.618084097375909,0.5001580777742649,0.49604805564337656,0.667794582685478,0.8751185583306987,0.8988856789104416,0.3352504638218924,0.4988934555801454,0.5373063547265254,0.43787543471387924
2015Q4,WY,SHERIDAN,175022.0,8,21877.75,77677.0,0.0,175022.0,0,0,8,0,0,0,4,2,0.0,0.0,1.0,1.0,496286.0,-321264.0,-0.6473364148898014,-0.8022296649852652,-0.364663005165548,-0.1111111111111111,-0.1111111111111111,0.0,0.0,1.0,0.25,25,0,0,0.0,0.18808114961961117,0.28637591663450407,0.275673707210488,0.6096889176928062,0.5001620220349967,0.4982177576150357,0.3570312051833061,0.220349967595593,0.12228571428571429,0.573967684021544,0.4995139338950097,0.5183084899546339,0.39679196370706415
2016Q1,WY,SHERIDAN,418604.0,7,59800.57142857143,202759.0,0.0,418604.0,0,0,7,0,0,0,4,2,0.0,0.0,1.0,1.0,471171.75,-52567.75,-0.11156812775808397,1.3917221834969318,-0.2989382013063139,-0.125,0.16666666666666666,0.0,0.0,1.0,0.25,26,0,0,0.0,0.14312476582989883,0.2007532956685499,0.2143884892086331,0.6116316639741518,0.5001615508885299,0.4972536348949919,0.32170304319944854,0.11760904684975768,0.30704225352112674,0.078125,0.4991922455573506,0.5222940226171244,0.44539579967689824
2016Q2,WY,SHERIDAN,0.0,4,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1,1,0.0,0.0,1.0,,426547.75,-426547.75,-1.0,-1.0,-1.0,-0.42857142857142855,-0.5,0.0,0.0,1.0,1.0,27,0,0,0.0,0.021885521885521887,0.03182328715836765,0.04480874316939891,0.6108406361570918,0.5001622849724116,0.4982148653034729,0.23453238581459435,0.030834144758195393,0.04098053892215569,0.6810909090909091,0.49951314508276534,0.8020123336579033,0.8726062966569296
2016Q3,WY,SHERIDAN,328066.9,9,36451.87777777778,135892.9,0.0,328066.9,0,0,9,0,0,0,5,2,0.0,0.0,1.0,1.0,369650.5,-41583.59999999998,-0.11249436968163164,,-0.6292928847787962,1.25,0.0,0.0,0.0,1.0,0.2,28,0,0,0.0,0.137210186240973,0.7496408045977011,0.7251608291636884,0.6194409148665819,0.500158831003812,0.4957115628970775,0.4798944191067671,0.45108005082592123,,0.9744245524296675,0.4982528589580686,0.5449491740787802,0.3321156289707751
2016Q4,WY,SHERIDAN,181706.0,19,9563.473684210527,98211.0,0.0,181706.0,0,0,19,0,0,0,6,2,0.0,0.0,1.0,1.0,230423.225,-48717.225000000006,-0.21142497680084116,-0.44613126164206146,0.03818948475048851,1.1111111111111112,1.375,0.0,0.0,1.0,0.16666666666666666,29,0,0,0.0,0.40226171243941844,0.9223091976516634,0.6382823871906841,0.6145867098865478,0.500162074554295,0.4978930307941653,0.5717688722037205,0.6829821717990275,0.3015503875968992,0.8723640399556049,0.49967585089141003,0.6350081037277148,0.25251215559157214
2017Q1,WY,SHERIDAN,656853.0,40,16421.325,196423.0,0.0,656853.0,0,0,38,2,0,0,7,2,0.0,0.0,0.95,1.0,232094.225,424758.775,1.8301135023932629,2.6149219068165057,0.5691512742353155,1.105263157894737,4.714285714285714,0.0,0.0,0.95,0.14285714285714285,30,0,0,0.0,0.9401931649331352,0.9821167883211679,0.9715007215007215,0.6237717908082409,0.5001584786053883,0.49698890649762284,0.7933890070150306,0.9946117274167987,0.8703339882121808,0.7252286585365854,0.4995245641838352,0.24770206022187005,0.24120443740095088
2017Q2,WY,SHERIDAN,440812.0,42,10495.52380952381,101497.0,0.0,440812.0,0,0,41,1,0,0,6,2,0.0,0.0,0.9761904761904762,1.0,291656.475,149155.52500000002,0.5114082414936958,-0.32890311835372604,,0.05,5.0,0.0,0.0,0.9761904761904762,0.16666666666666666,31,0,0,0.0,,0.9705020153902528,0.9120958953868508,0.6239695624603678,0.5001585288522511,0.4966708941027267,0.7152514138910443,0.9454660748256183,0.38946975354742347,0.6072423398328691,0.4992073557387445,0.2536461636017755,0.25713379835129996
2017Q3,WY,SHERIDAN,494257.0,50,9885.14,224764.0,0.0,494257.0,0,0,50,0,0,0,5,2,0.0,0.0,1.0,1.0,401859.475,92397.52500000002,0.22992496319764522,0.12124216219159188,0.5065738116219587,0.19047619047619047,4.555555555555555,0.0,0.0,1.0,0.2,32,0,0,0.0,0.4033255993812838,0.9325904274753379,0.4611721611721612,0.6274756365922666,0.5001571832756995,0.49764225086450803,0.5489712161781557,0.6237032379754794,0.3324396782841823,0.6217241379310345,0.4990569003458032,0.856491669286388,0.36419364979566177
2017Q4,WY,SHERIDAN,130087.0,30,4336.233333333334,53823.0,0.0,130087.0,0,0,30,0,0,0,5,2,0.0,0.0,1.0,1.0,443407.0,-313320.0,-0.706619426396065,-0.7368029183198215,-0.2840797772225463,-0.4,0.5789473684210527,0.0,0.0,1.0,0.2,33,0,0,0.0,0.15436507936507937,0.660557464681176,0.11388684790595151,0.62002567394095,0.5001604621309371,0.49823491655969193,0.3803275827643452,0.22946084724005134,0.1575984990619137,0.27087646652864045,0.4991976893453145,0.6404043645699615,0.32766367137355584
2018Q1,WY,SHERIDAN,410282.0,19,21593.78947368421,99452.0,0.0,410282.0,0,0,19,0,0,0,6,2,0.0,0.0,1.0,1.0,430502.25,-20220.25,-0.04696897635262069,2.15390469455057,-0.37538231537345496,-0.36666666666666664,-0.525,0.0,0.0,1.0,0.16666666666666666,34,0,0,0.0,0.36049107142857145,0.0711781206171108,0.7977941176470589,0.6547445255474452,0.5001459854014598,0.4983941605839416,0.46156614986892675,0.4332846715328467,0.9452911293474013,0.10868005738880918,0.4992700729927007,0.6445255474452555,0.2737226277372263
2018Q2,WY,SHERIDAN,682039.0,39,17488.17948717949,141903.0,0.0,682039.0,0,0,39,0,0,0,5,2,0.0,0.0,1.0,1.0,368859.5,313179.5,0.8490482148351879,0.6623663723975217,0.5472332876600455,1.0526315789473684,-0.07142857142857142,0.0,0.0,1.0,0.2,35,0,0,0.0,0.1435149654643131,0.22472701655512503,0.3276437847866419,0.6199356913183279,0.50016077170418,0.49710610932475885,0.3436351902264111,0.167524115755627,0.19445499430307633,0.8801444043321299,0.4985530546623794,0.8456591639871383,0.3435691318327974
2018Q3,WY,SHERIDAN,426786.0,45,9484.133333333333,123383.0,0.0,426786.0,0,0,45,0,0,0,6,2,0.0,0.0,1.0,1.0,429166.25,-2380.25,-0.005546218976911628,-0.37424985961213364,-0.13650995332387805,0.15384615384615385,-0.1,0.0,0.0,1.0,0.16666666666666666,36,0,0,0.0,0.7050520059435365,0.39565972222222223,0.8303603931561704,0.6236850494102646,0.5001593879502709,0.49729040484539366,0.6137243251784396,0.7854638189352885,0.7967539653264478,0.78852798894264,0.4988842843481033,0.8520879821485495,0.2838699394325789
2018Q4,WY,SHERIDAN,211084.0,7,30154.85714285714,94508.0,0.0,211084.0,0,0,7,0,0,0,5,2,0.0,0.0,1.0,1.0,412298.5,-201214.5,-0.48803112308194185,-0.505410205583126,0.6226371582095059,-0.75,-0.7666666666666667,0.0,0.0,1.0,0.2,37,0,0,0.0,0.8578821656050956,0.1473503621807091,0.2706994328922495,0.6023991655076495,0.500173852573018,0.49773991655076494,0.5352320633096491,0.5810152990264256,0.18174787316318639,0.12319377547239718,0.4991307371349096,0.5486787204450626,0.3404033379694019
2019Q1,WY,SHERIDAN,692886.6,21,32994.6,109769.0,22820.6,670066.0,0,0,20,1,0,0,9,2,0.0,0.0,0.9523809523809523,0.9670644518165021,432547.75,260338.84999999998,0.601873088000111,2.2825159652081632,0.6888057482414534,2.0,0.10526315789473684,0.0,0.0,0.9523809523809523,0.1111111111111111,38,0,0,0.0,0.8697816928379931,0.8774474256707759,0.902430177729416,0.6252877342979283,0.5001644195988162,0.4988490628082867,0.746618877726767,0.9625123314699112,0.9630049075122687,0.9263245033112583,0.4995067412035515,0.13515291022689904,0.18201249588951002
2019Q2,WY,SHERIDAN,636995.0,26,24499.80769230769,176506.0,0.0,636995.0,0,0,26,0,0,0,5,2,0.0,0.0,1.0,1.0,503198.9,133796.09999999998,0.26589108203535416,-0.08066485915588494,-0.06604314416037793,0.23809523809523808,-0.3333333333333333,0.0,0.0,1.0,0.2,39,0,0,0.0,0.313944817300522,0.304249390456287,0.21400500178635226,0.6341150016061677,0.5001606167683906,0.49791198201092196,0.3918541449838284,0.2727272727272727,0.08411214953271028,0.2638467374810319,0.49903629938965627,0.8380982974622551,0.34436235142948923
2019Q3,WY,SHERIDAN,389584.0,39,9989.333333333334,153332.0,0.0,389584.0,0,0,39,0,0,0,5,2,0.0,0.0,1.0,1.0,491937.9,-102353.90000000002,-0.2080626436792124,-0.3884033626637572,-0.08716780775376887,0.5,-0.13333333333333333,0.0,0.0,1.0,0.2,40,0,0,0.0,0.621969696969697,0.4823196605374823,0.6868758915834522,0.63568,0.50016,0.4968,0.5820262419090492,0.68928,0.7478774455518642,0.8694736842105263,0.4984,0.84624,0.34128
2019Q4,WY,SHERIDAN,-15025.0,23,-653.2608695652174,39556.0,0.0,-15025.0,0,0,23,0,0,0,5,2,0.0,0.0,1.0,1.0,482637.4,-497662.4,-1.0,-1.0,-1.0,-0.41025641025641024,2.2857142857142856,0.0,0.0,1.0,0.2,41,0,0,0.0,0.01894934333958724,0.8278321108394459,0.027389903329752954,0.6353431686978832,0.5001603592046183,0.4982360487491982,0.35411723918755106,0.2065426555484285,0.01894934333958724,0.13236832926403908,0.4990378447722899,0.623155869146889,0.3256895445798589
2020Q1,WY,SHERIDAN,1265854.0,38,33311.94736842105,294624.0,0.0,1265854.0,0,0,38,0,0,0,8,2,0.0,0.0,1.0,1.0,426110.15,839743.85,1.9707201295251942,19.67396115002443,0.8269281005001397,0.6521739130434783,0.8095238095238095,0.0,0.0,1.0,0.125,42,0,0,0.0,0.6390642406238396,0.7147993943981832,0.9192390524048816,0.6366251198465963,0.5001597954618089,0.4979226589964845,0.6571350424035208,0.8472355385107063,0.9976914197768373,0.8713146028442594,0.4990412272291467,0.6423777564717162,0.2086928731224033
2020Q2,WY,SHERIDAN,253471.0,30,8449.033333333333,137733.0,0.0,253471.0,0,0,30,0,0,0,5,2,0.0,0.0,1.0,1.0,569352.0,-315881.0,-0.5548079219885063,-0.7997628478481721,-0.6020832188635704,-0.21052631578947367,0.15384615384615385,0.0,0.0,1.0,0.2,43,0,0,0.0,0.1766875691626706,0.5657802659202239,0.2025908600215905,0.6349919743178171,0.5001605136436598,0.49743178170144464,0.38827799100443927,0.2696629213483146,0.1856017997750281,0.21721456344998233,0.49887640449438203,0.830016051364366,0.3524879614767255
2020Q3,WY,SHERIDAN,225176.0,38,5925.684210526316,122255.0,0.0,225176.0,0,0,38,0,0,0,5,2,0.0,0.0,1.0,1.0,473471.0,-248295.0,-0.5244143780717299,-0.11163012731239472,-0.4220091174175531,0.26666666666666666,-0.02564102564102564,0.0,0.0,1.0,0.2,44,0,0,0.0,0.15900667160859897,0.32690302398331594,0.49286224125624556,0.6450655840099938,0.500156152404747,0.4971892567145534,0.39216897740218043,0.2629606495940037,0.7835090361445783,0.6896907216494845,0.4987507807620237,0.8321361648969394,0.36570893191755155
2020Q4,WY,SHERIDAN,332297.0,23,14447.695652173914,99126.0,0.0,332297.0,0,0,23,0,0,0,5,2,0.0,0.0,1.0,1.0,432369.0,-100072.0,-0.23145045088801464,0.47572121362845066,16.44059452207956,-0.39473684210526316,0.0,0.0,0.0,1.0,0.2,45,0,0,0.0,0.9996181748759069,0.5973958333333333,0.5546819156540386,0.6377111890341091,0.5001593879502709,0.49776856869620656,0.6931545582281555,0.9534587185208798,0.5681050656660412,0.29452517742480566,0.49872489639783235,0.6166719795983424,0.3380618425247051
2021Q1,WY,SHERIDAN,1015839.0,37,27455.108108108107,219500.0,0.0,1015839.0,0,0,37,0,0,0,8,2,0.0,0.0,1.0,1.0,519199.5,496639.5,0.9565484943648829,2.0570212791568987,-0.19750697947788606,0.6086956521739131,-0.02631578947368421,0.0,0.0,1.0,0.125,46,0,0,0.0,0.09516672911202698,0.2848527846754168,0.6301859799713877,0.6376395534290271,0.5001594896331738,0.49792663476874005,0.38626835336683285,0.24019138755980862,0.6309388065374383,0.6981934112646121,0.4988835725677831,0.8189792663476874,0.21547049441786284
2021Q2,WY,SHERIDAN,0.0,13,0.0,0.0,0.0,0.0,0,0,13,0,0,0,1,1,0.0,0.0,1.0,,456695.75,-456695.75,-1.0,-1.0,-1.0,-0.6486486486486487,-0.5666666666666667,0.0,0.0,1.0,1.0,47,0,0,0.0,0.04257767548906789,0.23909218859957776,0.05265095729013255,0.6276841757515692,0.5001651800462504,0.4978526593987446,0.2754974438397243,0.07168814007267922,0.05202854996243426,0.19141571478020075,0.49917409976874794,0.6161215725140403,0.8589362405021473
2021Q3,WY,SHERIDAN,476673.0,24,19861.375,192300.0,0.0,476673.0,0,0,24,0,0,0,5,2,0.0,0.0,1.0,1.0,393328.0,83345.0,0.21189694097547085,,1.116890787650549,0.8461538461538461,-0.3684210526315789,0.0,0.0,1.0,0.2,48,0,0,0.0,0.7761814744801512,0.2979123887748118,0.8058252427184466,0.6417886696371737,0.5001591343093571,0.49633991088478674,0.6193412487484924,0.7931253978357734,,0.7722772277227723,0.4987269255251432,0.6583386378103119,0.35073201782304264
2021Q4,WY,SHERIDAN,359148.0,15,23943.2,118826.0,0.0,359148.0,0,0,15,0,0,0,5,2,0.0,0.0,1.0,1.0,456202.25,-97054.25,-0.21274390908856763,-0.24655266818133187,0.08080422032097792,-0.375,-0.34782608695652173,0.0,0.0,1.0,0.2,49,0,0,0.0,0.7385024705435196,0.2079207920792079,0.6589595375722543,0.6372138019993551,0.5001612383102225,0.4979039019671074,0.5719794368539225,0.6994517897452435,0.4307116104868914,0.22551411641687,0.4995162850693325,0.6056110931957434,0.3255401483392454
2022Q1,WY,SHERIDAN,363357.0,18,20186.5,111959.0,0.0,363357.0,0,0,18,0,0,0,7,2,0.0,0.0,1.0,1.0,462915.0,-99558.0,-0.21506756099931953,0.011719402586120486,-0.6423084760478777,0.2,-0.5135135135135135,0.0,0.0,1.0,0.14285714285714285,50,0,0,0.0,0.5225258493353028,0.27346167067720867,0.8441464298658934,0.6351833820188251,0.5001622849724116,0.4987017202207076,0.5445709919528123,0.5929892891918208,0.8142532221379833,0.756614715476622,0.4996754300551769,0.6105160662122687,0.2323920804933463
2022Q2,WY,SHERIDAN,753877.0,19,39677.73684210526,160558.0,0.0,753877.0,0,0,19,0,0,0,6,2,0.0,0.0,1.0,1.0,299794.5,454082.5,1.514645865751373,1.0747556810519683,,0.05555555555555555,0.46153846153846156,0.0,0.0,1.0,0.16666666666666666,51,0,0,0.0,,0.544273691913648,0.4281009879253567,0.6372739018087855,0.5001614987080103,0.4977390180878553,0.5232077340887937,0.5578165374677002,0.127603180613404,0.37314264487369986,0.49919250645994834,0.8267118863049095,0.2905361757105943
2022Q3,WY,SHERIDAN,395009.0,15,26333.933333333334,116530.0,0.0,395009.0,0,0,15,0,0,0,6,2,0.0,0.0,1.0,1.0,488263.75,-93254.75,-0.19099257317382254,-0.47602990938840156,-0.17132080063271887,-0.21052631578947367,-0.375,0.0,0.0,1.0,0.16666666666666666,52,0,0,0.0,0.7215332581736189,0.188046137714086,0.8402173913043478,0.6397365884998394,0.5001606167683906,0.49775136524253133,0.5914592241193384,0.7619659492451012,0.8638686131386861,0.3131118881118881,0.49887568262126564,0.6678445229681979,0.2883070992611629
2022Q4,WY,SHERIDAN,232700.0,9,25855.555555555555,77409.0,0.0,232700.0,0,0,9,0,0,0,5,2,0.0,0.0,1.0,1.0,467847.75,-235147.75,-0.5026159685495976,-0.4108994984924394,-0.35207769498925234,-0.4,-0.4,0.0,0.0,1.0,0.2,53,0,0,0.0,0.05171102661596958,0.28003629764065335,0.12463556851311954,0.6319421623397963,0.5001643115346698,0.49835688465330263,0.295865747454357,0.09267170555372987,0.12687687687687688,0.5115523465703972,0.49868550772264214,0.6503450542228064,0.3406178113703582
2023Q1,WY,SHERIDAN,405494.0,18,22527.444444444445,114234.0,0.0,405494.0,0,0,18,0,0,0,8,2,0.0,0.0,1.0,1.0,436235.75,-30741.75,-0.07047049674401971,0.7425612376450366,0.1159658407571617,1.0,0.0,0.0,0.0,1.0,0.125,54,0,0,0.0,0.22888803974016048,0.7021316379955124,0.40674239648222793,0.6317791005291006,0.500165343915344,0.49834656084656087,0.4546238398450319,0.416005291005291,0.6863039399624765,0.951123595505618,0.4990079365079365,0.8420965608465608,0.19295634920634921
2023Q2,WY,SHERIDAN,786021.0,13,60463.153846153844,319855.0,0.0,786021.0,0,0,13,0,0,0,8,2,0.0,0.0,1.0,1.0,446770.0,339251.0,0.7593414956241467,0.9384281888264685,0.0426382553122061,-0.2777777777777778,-0.3157894736842105,0.0,0.0,1.0,0.125,55,0,0,0.0,0.7359529930224018,0.2996149807490375,0.72,0.6400778210116731,0.5001621271076524,0.4982166018158236,0.5945857974185573,0.7136835278858625,0.6699065420560748,0.10947527368818422,0.4988651102464332,0.703307392996109,0.24643320363164722
2023Q3,WY,SHERIDAN,390548.0,13,30042.153846153848,103002.0,0.0,390548.0,0,0,13,0,0,0,5,2,0.0,0.0,1.0,1.0,454806.0,-64258.0,-0.1412866145125614,-0.5031328679513651,-0.011293413567792126,0.0,-0.13333333333333333,0.0,0.0,1.0,0.2,56,0,0,0.0,0.3333333333333333,0.7196447988401595,0.7717663919742028,0.6392961876832844,0.5001629195177583,0.4965786901270772,0.5442884137150185,0.6187683284457478,0.5816141874773797,0.6618874773139746,0.49788204626914306,0.8678722710980775,0.3602150537634409
2023Q4,WY,SHERIDAN,208632.0,5,41726.4,111326.0,0.0,208632.0,0,0,5,0,0,0,2,2,0.0,0.0,1.0,1.0,453690.75,-245058.75,-0.5401449114843095,-0.46579677786085194,-0.10342930812204555,-0.6153846153846154,-0.4444444444444444,0.0,0.0,1.0,0.5,57,0,0,0.0,0.7289041618938527,0.2217557251908397,0.3095325726904674,0.6265736645117387,0.5001701258931609,0.4988091187478734,0.5172569736858742,0.5263695134399455,0.22946495855312735,0.14895988112927191,0.4989792446410344,0.6973460360666893,0.6747192922762845
2024Q1,WY,SHERIDAN,490075.0,14,35005.357142857145,148938.0,0.0,490075.0,0,0,14,0,0,0,6,2,0.0,0.0,1.0,1.0,447673.75,42401.25,0.09471462197638347,1.3489924843744008,0.20858755000073984,1.8,-0.2222222222222222,0.0,0.0,1.0,0.16666666666666666,58,0,0,0.0,0.7489711934156379,0.2252643504531722,0.7884476534296029,0.6358641358641358,0.5001665001665002,0.4975024975024975,0.5969030037619528,0.7355977355977356,0.8921791951404707,0.9761616161616161,0.4981684981684982,0.7052947052947053,0.2722277722277722
2024Q2,WY,SHERIDAN,993651.0,17,58450.05882352941,264521.0,0.0,993651.0,0,0,17,0,0,0,6,2,0.0,0.0,1.0,1.0,468819.0,524832.0,1.1194768130131245,1.0275488445646075,0.2641532478139897,0.21428571428571427,0.3076923076923077,0.0,0.0,1.0,0.16666666666666666,59,0,0,0.0,0.5347554247885252,0.9027316352897748,0.5636758321273516,0.6375291375291375,0.5001665001665002,0.4973359973359973,0.6007756929370719,0.7282717282717283,0.4436229205175601,0.7839506172839507,0.49783549783549785,0.8491508491508492,0.28404928404928403
2024Q3,WY,SHERIDAN,236516.0,13,18193.53846153846,71005.0,0.0,236516.0,0,0,13,0,0,0,7,2,0.0,0.0,1.0,1.0,520726.5,-284210.5,-0.545796113698842,-0.761972765085528,-0.39439966406177984,-0.23529411764705882,0.0,0.0,0.0,1.0,0.14285714285714285,60,0,0,0.0,0.2988505747126437,0.6152014652014652,0.4076617275027105,0.6422911852096401,0.5001650709805217,0.4965335094090459,0.4641064406888483,0.4374380983823044,0.4040219378427788,0.2824514655500571,0.4978540772532189,0.8530868273357544,0.25156817431495543
2024Q4,WY,SHERIDAN,649956.0,12,54163.0,190108.0,0.0,649956.0,0,0,11,1,0,0,6,2,0.0,0.0,0.9166666666666666,1.0,482218.5,167737.5,0.34784542691746584,1.7480424157350878,2.115322673415392,-0.07692307692307693,1.4,0.0,0.0,0.9166666666666666,0.16666666666666666,61,0,0,0.0,0.9423587409935533,0.9401606425702811,0.9168474331164136,0.639786737754082,0.5001666111296235,0.49750083305564813,0.7820019192891909,0.9940019993335555,0.8992832893247831,0.3849056603773585,0.4980006664445185,0.3068977007664112,0.2767410863045651
2025Q1,WY,SHERIDAN,864693.0,13,66514.84615384616,210745.0,0.0,864693.0,0,0,12,1,0,0,9,2,0.0,0.0,0.9230769230769231,1.0,592549.5,272143.5,0.45927555419420657,0.3303869800417259,0.764409529153701,0.08333333333333333,-0.07142857142857142,0.0,0.0,0.9230769230769231,0.1111111111111111,62,0,0,0.0,0.9187476705180768,0.7404817404817405,0.9353197674418605,0.6327885597548519,0.5001702417432754,0.4972761321075928,0.7466659607794415,0.9594824651004427,0.8543761638733706,0.8693203883495145,0.49846782431052095,0.32771535580524347,0.18590398365679264
2025Q2,WY,SHERIDAN,283566.0,9,31507.333333333332,90684.0,0.0,283566.0,0,0,9,0,0,0,4,2,0.0,0.0,1.0,1.0,686204.0,-402638.0,-0.5867613712540294,-0.6720616450000173,-0.71462213594109,-0.3076923076923077,-0.47058823529411764,0.0,0.0,1.0,0.25,63,0,0,0.0,0.09084194977843427,0.09900801220908051,0.10348583877995643,0.6398729946524064,0.5001671122994652,0.49732620320855614,0.27836529894552214,0.10127005347593583,0.06347438752783964,0.12661550888529888,0.4979946524064171,0.858957219251337,0.42112299465240643
2025Q3,WY,SHERIDAN,1050669.0,18,58370.5,340664.0,0.0,1050669.0,0,0,18,0,0,0,5,2,0.0,0.0,1.0,1.0,508682.75,541986.25,1.0654700793372687,2.705200905609276,3.4422745184258146,1.0,0.38461538461538464,0.0,0.0,1.0,0.2,64,0,0,0.0,0.9449644327967054,0.6035185185185186,0.9072609633357297,0.6485649054142205,0.5001630789302022,0.4965753424657534,0.7320729840153876,0.9504240052185258,0.9510567296996663,0.8588600232648314,0.49755381604696675,0.8478473581213307,0.3641552511415525
2009Q4,WY,SUBLETTE,0.0,3,0.0,0.0,0.0,0.0,0,0,3,0,0,0,1,1,0.0,0.0,1.0,,,,,,,,,0.0,0.0,1.0,1.0,1,0,0,0.0,,,,0.5001734304543878,0.5001734304543878,0.4928893513701006,0.4983524106833159,0.4928893513701006,,,0.4984391259105099,0.6900797780090184,0.5896635449184877
2010Q1,WY,SUBLETTE,0.0,2,0.0,0.0,0.0,0.0,0,0,2,0,0,0,1,1,0.0,0.0,1.0,,,,,,,-0.3333333333333333,,0.0,0.0,1.0,1.0,2,0,0,0.0,,,,0.5471204188481675,0.5001636125654451,0.4929646596858639,0.5159726767015707,0.5400850785340314,,0.1199616122840691,0.4978730366492147,0.68782722513089,0.8231348167539267
2010Q4,WY,SUBLETTE,0.0,2,0.0,0.0,0.0,0.0,0,0,2,0,0,0,1,1,0.0,0.0,1.0,,0.0,0.0,,,,,,0.0,0.0,1.0,1.0,3,0,0,0.0,,,,0.03137191157347204,0.5001625487646294,0.4930104031209363,0.3225780234070221,0.10078023407022106,,,0.49772431729518857,0.6485695708712613,0.8862158647594278
2011Q1,WY,SUBLETTE,0.0,2,0.0,0.0,0.0,0.0,0,0,2,0,0,0,1,1,0.0,0.0,1.0,,0.0,0.0,,,,,,0.0,0.0,1.0,1.0,4,0,0,0.0,,,,0.03990306946688207,0.5001615508885299,0.4911147011308562,0.3253029079159935,0.13198707592891762,,,0.4974151857835218,0.6996768982229402,0.9004846526655896
2011Q2,WY,SUBLETTE,0.0,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0.0,0.0,1.0,,0.0,0.0,,,,,-0.6666666666666666,0.0,0.0,1.0,1.0,5,0,0,0.0,,0.02728700431880644,,0.04863123993558776,0.5001610305958132,0.4943639291465378,0.24699688025851801,0.02576489533011272,,,0.49838969404186795,0.7143317230273752,0.8874396135265701
2011Q3,WY,SUBLETTE,0.0,2,0.0,0.0,0.0,0.0,0,0,2,0,0,0,1,1,0.0,0.0,1.0,,0.0,0.0,,,,,,0.0,0.0,1.0,1.0,6,0,0,0.0,,,,0.06206459784673844,0.5001583280557315,0.49129195693476885,0.33365658644711843,0.1538948701709943,,,0.4973084230525649,0.7164344521849272,0.912444585180494
2011Q4,WY,SUBLETTE,0.0,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0.0,0.0,1.0,,0.0,0.0,,,,,,0.0,0.0,1.0,1.0,7,0,0,0.0,,,,0.04869281045751634,0.5001633986928105,0.494281045751634,0.32939133986928104,0.17026143790849674,,,0.498202614379085,0.6338235294117647,0.8723856209150327
2012Q1,WY,SUBLETTE,0.0,2,0.0,0.0,0.0,0.0,0,0,2,0,0,0,1,1,0.0,0.0,1.0,,0.0,0.0,,,,,,0.0,0.0,1.0,1.0,8,0,0,0.0,,,,0.06403225806451612,0.5001612903225806,0.49370967741935484,0.335,0.1570967741935484,,,0.4990322580645161,0.6993548387096774,0.892258064516129
2012Q2,WY,SUBLETTE,0.0,3,0.0,0.0,0.0,0.0,0,0,3,0,0,0,1,1,0.0,0.0,1.0,,0.0,0.0,,,,,,0.0,0.0,1.0,1.0,9,0,0,0.0,,,,0.06675307841866494,0.5001620220349967,0.4923849643551523,0.33568940375891115,0.15991574854180168,,,0.49854180168502915,0.672553467271549,0.8728127025275437
2012Q3,WY,SUBLETTE,0.0,2,0.0,0.0,0.0,0.0,0,0,2,0,0,0,1,1,0.0,0.0,1.0,,0.0,0.0,,,,-0.3333333333333333,,0.0,0.0,1.0,1.0,10,0,0,0.0,,,,0.08126195028680688,0.5001593371574251,0.49251115360101977,0.3411607711918419,0.18674314850223073,,0.21032649962034927,0.4982472912683238,0.677182919056724,0.8865519439133206
